review,label
"Great idea.  Items arrived ahead of schedule.

Great look

Does not work at windows site for upgrades.",0
"...and all I can base my review on is my own experience with the product. Yes, I know others had issues related to what schedules they needed, whether they used the 2013 version and the balky response from Intuit.  No review of this version of TurboTax should ignore the extended dust-up at the start of the the 2014 tax return season, when Intuit took a lot of negative press (totally deserved). This is version of TurboTax bore the brunt of that on these pages and in the consumer software media. This was primarily not because of its functionality, but because of the perhaps not-so-obvious-to-customers changes in what schedules were included in this version of TurboTax for 2014 (fewer than in 2013...to the surprise of many purchasers who found these schedules missing).

Three comments about this events:
(1) My tax situation did not expose me to these issues.
(2) Intuit implemented the change in version/pricing structure badly, and further bungled its response (in at least three different ways that I can count).
(3) Yes: had I not received the same functionality that I'd enjoyed the year before, I would have be in the chorus of 1-star reviews for this product and would and bailed for alternative tax software. Since I wasn't, all I can report is how this version --which met my tax filing needs out of the box-- worked for me.

And, I'm happy to report, it worked great.

I've been using TurboTax for a generation, and this year's worked just fine. Installation and updates following the install (on both Windows 7 and Windows 8 machines) have been totally problem free for both federal and two state packages.

After installation, TurboTax recognized the most significant of my prior years' information already in the computer. Both federal and state returns were therefore pre-populated with much of the employer, financial institution and payment data that I would have otherwise had to enter by hand.

I have a relatively simple tax situation am lucky enough to have my deductions in equilibrium. It took about three hours start to finish for TurboTax to complete and efile my federal refund and prepare for tax-day mailing of my state payment.

No hiccups, good error trapping and headache free tax preparation. Modest efforts to upsell other services are present, but are easily declined.

I understand that many Intuit users were upset. They can vote with their feet, and I get it.

However, it performed well for me, continuing to take the sting out of the onerous administration of tax returns. While Intuit deserves what it got from both customers and the media, remember this: the true pain of tax time comes from the governments that collect them and frame your liabilities (for all of earning, savings and spending) and NOT from Intuit).

If you're a tax-time procrastinator: April is right around the corner. Now is the time to select with confidence.",0
"This is so worth the cost. I am a professional I.T. consultant with over 25 years experience I and cannot tell you how many times I have had to clean up a mess left behind by the free AND pay versions of anti-virus applications such as AVG.  Norton Security has a very minimal impact on day-to-day performance of most PCs, works great with Windows 7, 8, and 10, and can even be installed on Android devices.  I love it and highly recommend it.
Note that you WILL have to pay a yearly subscriber fee.",0
"I have been using this product since its early releases (purchased this version as an upgrade through Acronis). This backup software got me out of trouble a few times including one incident which my PC's hard drive completely crashed. I was able to recover all my backup data and got my computer going again within 1-2 days. It took about 4 hours on the average to backup 250 Gbytes of data with the verify option turned on.

I also used this software to expand my laptop hard drive capacity using the cloning feature. So far I have cloned three of my laptops' hard drives to the higher capacity 500 GB drives without any problems. It is quite useful particularly with the low hard disk drives cost nowadays.

Another beauty of this backup software is that it allows you to browse the contents of the  backup file with a windows explorer like interface and selectively restore the files without have to manually launch the recovery option from the menu. If you register this software on the Acronis product website, you would also be able to download the latest updates of the same version (fully installable file, not patches) for free by logging in your account.",0
"I gave this a ""1"" this year because the CD just plain flat out didn't work. I tried mutliple PCs, all with the same resul ... ""Please insert a CD"". Dummy me didn't try the CD until the 30 day return policy had expired, so there was no way to return it for a refund. I called Intuit and luckily they provided me with a downloadable copy via their site. Intuit seemed pretty aware of the problem, as they didn't even request the CD be sent to them. I should get a refund for all the hassle I went through!!  ha ha",1
"I have taken a number of classes to learn a variety of languages (French formal classes, Korean, Modern Standard Arabic to name a few), and have forgotten most of them all. Learning on the computer has been a new and fairly positive experience for me. The package comes with a number of elements: the base software, the particular language elements to plug into the base software, audio companion CDs for review offline and a USB headset/microphone.

Installation is a two part process, 1) install the base software, 2) install any language element tiers. (The headset will need some installation time, but that should be managed by the system). The installation progressed pretty smooth, took a reasonable amount of time, no errors.

While the process has been much quicker, more of a review, than with the Spanish version, I have followed the lesson plans to get a true feel for the software. Learning is geared toward an immersive process where you start speaking pretty much right at the start (kind of like being tossed into the pool and told to swim). You start by selecting your goals (read, write, speak, etc.) and then follow the lesson plan, reviewing as often as necessary. My personal experience has been that I enjoy the immersive process, I am still working through the lessons, but I fell that I have gained considerably more than I have in past language learning opportunities. The process has been a fairly painless process, and I devote time when available.

My bottom line is that the product is pretty pricey, but gives you one of the best learning experiences I can imagine short of being dropped off in Paris. P-)",0
"I've been using TurboTax for many years now, and have always been pleased with its easy interface and final results. This 2011 tax year version installed fast and without any hiccups, and found the previous year's info very quickly and made my info startup a breeze. Now I have to wait for everybody to send me my yearly statements for me to enter the info. One year, after doing my taxes on TurboTax, I brought all my info to a local (not a chain) tax preparer, and his results came out the same as TurboTax, which amazed me completely. He asked me the same questions as Turbo did (he probably used the professional version of TurboTax.

I ""gladly"" paid him 165 bucks to know that I could use the software myself from now on.<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/TurboTax-Deluxe-Federal-E-file-State-2011/dp/B005TK64AQ/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">TurboTax Deluxe Federal + E-file + State 2011</a>",0
Excellent product.  made our small company much more efficient.  I would recommend this product to anyone who has a slow network.  Trust me.,0
"Over the years, I have used any number of photo editing and graphics programs, ranging from Adobe PhotoShop to CorelDraw to PaintShop Pro.  However, I've never used anything quite like Painter Essentials 5.

This program is designed to help you convert your photographs into art.  It has a number of tools that will let you paint using your photographs as a jumping off point.  It also has filters and algorithms that will automatically convert your photographs into pre-selected styles (e.g., watercolor).  The program gives you controls of numerous parameters and is quite powerful for the price.

I have toyed around with it using a mouse and also a Bamboo pad and pen.  Both work well.  You don't have to be a whiz to get in and start fooling around.  However, if you want to do anything serious with this program, prepare to spend some time learning its process.  The online help isn't bad, but to get the most out of this you'll have to spend some time with it.

It installed and ran like a breeze on an Intel i7-3770K machine I built a few years ago, running Windows 8.1 with 16gb of RAM and a decent AMD video card.  The controls were smooth and responsive.

If you have a yen to make painterly scenes or portraits from your photographs, this is a powerful program that will let you do it.  Just be ready to invest time learning how to get the most out of it.",0
"Please note that I am by no means an authority on software of any variety. That being said, from the perspective of a layperson, this version of Trend Micro's security software appears to be doing a sufficient job protecting me and my computer from our respective selves. The first point to mention is that setup is extremely user friendly, even with regard to some of the specific software settings. At this point I have probably meddled with the configurations as much as I ever will, as I have only utilized this product on my home PC. Nonetheless, I have taken further steps customizing my security settings than I have ever done previously simply because of this software's ease of use and thorough, yet simple, explanation of available functions. One such customization option that I have now utilized for the first time on any security software is the parental control/web browser settings. The ability to restrict specific categories of information, images, and data, as well as descriptions of each category, allows one to feel confident in what they are blocking and what they are allowing on a user specific basis.

Beyond the actual customizable functions, almost everyone probably has the same question: will this security software slow everything on my computer to a screeching halt? After a little use, it seems that this particular software has not had the same ridiculous stopping power of other security platforms that I have utilized in the past. That is, as of this moment, I am pleased with my ability to utilize this software as the issuing company recommends while continuing the use of any other applications simultaneously. All in all, I am not disappointed and, perhaps, pleased (if such a thing is possible when dealing with PC/Internet security software).",0
"I have been purchasing this product for the last eight years, ever since TurboTax crashed my computer when I tried to uninstall it. I then tried H&R Block and have never gone back. I find their product intuitive, good advice, good instructions, and easy to uninstall. I love their product and will never use anything else. Oh, did I mention it is always more reasonably priced than the Turbo.",0
"<div id=""video-block-R1IHMBQA36W5YR"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1%2BP-S67uFS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/71jJZUK8yDS.png"" class=""video-slate-img-url"">&nbsp;I own several digital painting programs (Photoshop CS6, Painter X3, and ArtRage 4)--but Sketchbook Pro is my favorite sketching software.  It is both easy and fun to use--yet it contains a wealth of advance features that will enable you to create complex drawings and paintings. I've included a video to show some of the features of this program.

I've also created review videos of&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Adobe-Photoshop-Elements-13/dp/B00NNZNTAC/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Adobe Photoshop Elements 13</a>&nbsp;and&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Corel-Painter-2015/dp/B00LYYMXF6/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Corel Painter 2015</a>&nbsp;so you could view those to see how those programs compare to Sketchbook. Hopefully this will enable you to select the best software depending on what you want to do!

One of the main reasons why I like Sketchook Pro for drawing is that the pencil tool provides the closest sensation to sketching with traditional pencil and paper of any software program that I've used. Combine Sketchbook Pro 7 with a pressure sensitive laptop, tablet, or Wacom Cintiq monitor and the experience is very similar to using a pencil on paper.

Another major reason I like Sketchbook is the simplicity of the interface.  The workspace is not filled up with menu bars and palettes. If you are using a small monitor, laptop, or tablet you will really appreciate this feature.

Here is a list of other features that I really like.

1. The variety of brushes, pencils, markers, etc. and the ability to change the brushes and create your own.

2. This is an easy program to learn--at least the basics.  It does have advanced features--but you can create a lot of good drawings or paintings by just knowing the basics.

3. The Symmetry feature--I like drawing faces and this makes it really easy. A NEW feature of Sketchbook Pro 7 is you can reposition the Symmetry axis to different parts of your image.  Basically you can use it to create an object in one part of your image and then drag it to a new part and use it there.

4. The NEW Perspective Guide feature.  This is going to make drawing in perspective a LOT easier!

5. The NEW layer features including Background Color Layer and the ability to use Layer Groups.

6. The NEW flip book animation feature looks great--I just need more time to try it out!

There are also several other new features of Sketchbook Pro 7 that I believe will be very useful. They include the Glow and Soft Glow blend modes, the ability to distort and transform selections and layers, and the new Gradient Fill feature.

There is a great online manual that can be accessed by clicking on the ""Help"" link on the menu bar.  I created a short video segment on this but I had to remove it to keep the video under 10 minutes.  The manual includes very good directions on how to use the various features.  It can be downloaded and saved on your computer.

My usual workflow is to start out a sketch in Sketchbook Pro and then I bring it into Photoshop or Painter to finish it. Sketchbook Pro does include all the features necessary to start and complete a drawing or image--and I've seen some wonderful images done completely with Sketchbook Pro--but Photoshop and Painter still have advanced features that I've grown accustomed to using.

Bottom line: When it comes to pure sketching--Sketchbook Pro 7 is my first choice.  Combined with a pressure sensitive tablet or monitor it doesn't get any more natural feeling than this.",0
Use it every year. Working well.,0
"Pinnacle Studio 19 Plus is  good mid-level video editing software. Its price point and functionality are targeted towards the beginner-intermediate editor, and it works reliably, has powerful editing capabilities, and import/export functionality. I run it on a Windows 10 computer (about 1.5 years old) and haven't had an issues with it. This is a solid software choice if you're looking for editing software for personal or family videos, or for basic work/technical film editing.

The learning curve is reasonable and in 1-2 hours, you can do basic editing and video composition. The more sophisticated inputs and channels will take a little longer to learn - but still approachable. The interface of the program isn't too cluttered, and common tools have shortcuts.

YouTube has been invaluable for finding tutorials on how to do different things, and I've relied on it a lot.",0
"'Trend Smart Surfing for Mac' is a great online protection solution for all Mac users that want an extra layer of security when surfing the internet.  From protecting you from installing unsafe software to determing unsafe sites to blocking suspicious IM/emails to protection from viruses and spyware, this is a great purchase to make (and smart)!!

I have enjoyed the quality of Trend Micro's software for the last # of years and feel that they do some of the best work out there in the marketplace.  If you are a Mac user that wants a little more protection when using your computer, you can't go wrong with this!!

***** RECOMMENDED",0
"If you are a full time, professional graphics artist you're mostly likely using Adobe products which cost many times the price of this graphics suite.  If this is how you make your living, spending a few thousand dollars for software is a no-brainer.  But what about the rest of us?

This is what I love about CorelDraw.  It gives you 90% of the power of Adobe at 10% of the price.  The interface is more intuitive and Corel does a brilliant job of making the deep feature set of this product as accessible to those of us who do graphics work on a part time basis.

The deciding factor if you make your living doing graphics is the features and CorelDraw is no slouch.  That's why many professionals prefer it over Adobe.

If graphics is a side job for you, then CorelDraw gives you all the tools you'll need, with a intuitive user interface that is much easier to understand and use.",0
"Now when it comes time to protect my PC, I like to experiment around with Antivirus/Internet Security companies. Yes I do my homework before making a purchase. Kaspersky has good rep for award winning protection. So I gave these guys a try and by far no malware! I noticed another user commented that the autorun.exe did not come up once the Installation Disc was in the computer. Its not so hard to go to My computer and click on the DVD drive then autorun.exe.. Anyways, this is my 2nd purchase from this company (Purchased the 2013 Antivirus version and it works top noch). I had to issues that the other users have experienced when downloading. My advice, check the system requirements. I noticed the updating the virus definitions can b a little slow, but I am okay with it because it because on this custom built PC by me, it does not bog down my computer on resources. I highly recommend this product not just for the looks, but for the reputation and award winning protection. Note this is a 1 year 3 PC edition, which by far is the best price I have ever seen when I was shopping around for the same product. All and all 5/5 stars for ease of installation, and competitive protection from everyday threats. Looking forward to doing more business with Kaspersky in the near future.",0
Works as expected. Highly recommended AV.,0
Avast  works great . I've had less problems since I installed it .,0
"Easy to use and accurate, love the electronic filing.",0
Good Price and fast delivery,0
"I'm an artist so although I used this product extensively for a year or more, the day dawned where I needed to upgrade to the industry powerhouse of graphics' programs, Photoshop.  Photoshop is a very difficult, expensive and challenging program though and unless you are a photographer or an artist, you can probably do as well or better with Paint Shop Pro 7.  It is easier to learn and operate and does an enormous range of image editing tasks.  I've produced excellent original art work on it.  I also have edited or manipulated images with ease.  It comes in at 1/6th the cost of Photoshop and for a vast pool of users out there, it more than does the job.  For my own students, for one, who are going to image edit digital pictures they take of houses, this program is more than enough.",0
All good,0
"That's right buffalo bob, its tax time.

for those of you that remember Howdy Doody, you know that taxes can be a three ring circus.

Turbo tax helps to do a quick and speedy filing.

don't be like Clarabell the clown and mess it up.

after all, the IRS doesn't seem to have a sense of humor. (insert government/puppet joke of your choosing)

happy filing!",0
TurboTax downloads from Amazon are the best. You get to keep a copy in your Software Library and keep it there for years in case you ever need to reinstall it down the road.,1
"The installation of Vipre AntiVirus + AntiSpyware  was pretty easy and didn't take long.
It has advanced searching and detection for rootkits and helps dig deeper into the computer system.
Also additional benefits are the history cleaner and secure file eraser.
I like the way this product performs and feel more reassured  by having it.",0
"I love TurboTax. We use it to prepare our household taxes every year.

There is a table on the back of every box to help you pick which version you need. It has been accurate in my experience:

When I was young, I could get by with a 1040EZ, which is equivalent to TurboTax's free software.
As my career progressed, I graduated to TurboTax Basic.
When I married, our combined assets bumped us into Deluxe and then Premier.
We don't own a business, so we may never need Home & Business.

Prior to this, I had never revisited Basic. I was curious to experience how much I was gaining from using Premier. Without going into too much detail, the difference is night and day. I think they sit too far apart in the gamut for an honest comparison, like comparing a Corolla to an Avalon. But it is clear that our family will never get by with Basic. Thankfully, this was provided to me free of charge under the Vine program, but otherwise, it would have been $30 wasted. I'll stick with Premier.

BOTTOM LINE: TurboTax is wonderful, but you should follow the advice on the back of the box. Don't skimp. Buy the version that's right for you. Don't be intimidated by the cost. You can write off the cost of the software as Tax Prep.",0
"Microsoft has a whole set of suites that deal with maps.  The lowest level is&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Microsoft-Streets-Trips-2010-with-GPS/dp/B0017KEA6W/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Microsoft Streets & Trips 2010 with GPS</a>.  There are versions with GPS and others without.

Mappoint is more though, Mappoint is designed with the business user in mind.  You can integrate Mappoint with Microsoft Office and Access databases and use it to create beautiful business map graphics that are based on geography and then import them into powerpoint.  If you're a business user developing marketing plans, analyzing markets, deciding where to put your next franchise, Mappoint is a great tool to help you with that.

I have to admit that I've been a Mappoint user since the product first came out and back then it cost upwards of $1,000 but that price has been dropping.  I think this is predominantly based on competition from online cloud tools like googlemaps and mapquest.  The biggest change is that some of the buttons have been changed to give it a more user friendly look and feel to it (the layout is less cryptic than before) and it has more options for data visualization.

However, when it comes to doing business analysis, Mappoint is still a superior product because you're working with the data locally: local maps, local software, and local databases which allows you to model and run through versions much faster.  You also don't have to deal with the internet and whether the online application will be available or not.

At its current price point, I highly recommend this product for the small business or small franchise that is analysing data or for marketing professionals.  You will be rewarded with much faster performance.

INSTALLATION:
took about 7 minutes and installed fully to my machine so I don't need to keep a DVD in my machine - which is great.

COMPARISON TO GOOGLE MAPS
This does everything that google maps does but offers more customization and because it's all on your computer, it's faster and you don't have to have an internet connection.

MAPS:
The maps give you:
- regular street view
- terrain view
- night view
- political view
- and you can customize with whatever data you want to integrate with
- there is no satellite view that I could find (I'm still digging though)

STREETS AND TRIPS OR THIS
This has all the functionality of streets and trips but adds the data integration component.  If you're a business professional on the road a lot then this product can be your streets and trips (you can integrate a GPS into it) + you get the ability to integrate data into it to create your presentations without having to connect to the web.  If you're just looking for a trip planning software, try&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Microsoft-Streets-Trips-2010-with-GPS/dp/B0017KEA6W/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Microsoft Streets & Trips 2010 with GPS</a>&nbsp;which gives you standalone mapping and GPS.

ADDITIONAL MAPS
This version comes with North American detailed maps.  If you're doing business modeling for Asia, Europe, South America etc, Microsoft sells additional maps for those regions.  Visit the Microsoft site for those.  I've only ever used the US and Europe versions so beyond that can't comment.",0
I had to match the version of QB that I have on my desktop computer so that I could work on my financials while I am on the road with my laptop.,0
"Through the last 20 years my husband and I have used a lot of office software. Right now, WordPerfect is my default, and OpenOffice is his. However, he switches to WordPerfect office for some specific things, and I don't use OpenOffice for anything, because WordPerfect does everything I need.
It saves nicely in a lot of formats and has all the applications you expect from a good office suite. It's intuitive to use, and common enough that if you do get stuck, it's easy to find a solution to the problem without having get customer support.
Where WordPerfect excels for me, and the reason my husband switches to it every so often is in straight word processing. In this, it's so much better than Microsoft Office. Most of my writing is craft instructions, and it was easy to create the various templates I wanted, and it's easy to format the documents professionally.
About PDFs- I don't use the program to make PDFs, my husband does and he's happy with the pdfs he makes using it. Generally I save in .doc format then create the pdfs using Acrobat for greater control and the ability to add in fillable text fields easily.
I still prefer the full version, because a lot of my use is commercial, and the Home and Student edition isn't meant to be used that way. However, it has the same functions, and works just as well at a lower price making it a great choice for students.",0
Downloaded and installed on a customers computer in less than 45 Minutes. I like the downloading capability when you need software fast.,0
Worked great!,0
I've used TurboTax for many years and have always been impressed with it's completeness (and my tax return is not a simple one).,0
"I have been buying Brother Multi Function printers for years and Paperport has always worked fine as a scanning software. I probably don't use half the features, but it gets the job done for me.",0
"I my self have used WEBROOT for more than a few Years on Windows XP, VISTA, 7, 8.1, 10 to present windows 10 new update to version1607...
WEBROOT works great for me!!! NO Trouble at all...I used NORTON : (  and don't like Norton ad Not A fan of Norton used more than a few times The Free Version of Norton Is GREAT!!! but the one you Pay for YUCK!!! it uses to much space on your Hard drive and at times lock you off being able get online and ties the computer up...",0
works wells and easy to use and understand,0
"The other reviewers have talked about the quality gameplay. I'll talk about how to play it as an adult with a 6-year old:

  * Write down the clues yourself, showing her what you are doing and why.

  * Let her explore the mansion. That's the most fun part.

  * Read the books and letters out loud. Ask how they might connect to the plot.

  * Enjoy many hours with your daughter.

Five stars, easy.",0
"I purchased this program for my new Vista PC and I was quite pleased with the new and improved features, which integrates quite well on a Vista PC. As a previous owner of Outlook 2000 and Outlook 2002, I have become reliant on the program for both work and home. I elected to buy Outlook and Office Student and Home to maximize my dollar towards my Office purchase and I have no regrets. The Office Standard edition does not include One Note, which is one of those programs that integrates well with the new Outlook. In the end, I spent less and got more.

I would not recommend (nor do I intend) to upgrade my Office 2003 for my XP notebook. Likewise, I would not recommend purchasing Outlook without a complementary Office edition. If you have a new PC with Vista, it's a good idea to use Office 2007 in whatever fashion is most economical for your needs. If you don't use Office, there are tons of great e-mail programs that are available at no charge and an Outlook stand-alone purchase makes little sense. I think Thunderbird/Firefox is a sound choice for the non-Office user.",0
This year TurboTax has out done themselves. Everything worked great and it was really easy to use. It's Deductible was much easier to use than last year. Thank you for such an easy program to work with.,0
"If you have a tablet like the Wacon Bamboo with a capture pen, the amazing speed and quality of the Corel Painter 2015 will make you swear you're working with paper and pencil. What I've noticed especially with this version of the Painter is its Photoshop-like interface with snappy speed. The variety of brushes is too great to include in a review. They are there...everything you can imagine. This is simply the best version of Corel Painter.",0
"in broad terms, legal business Pro 2014, provides you with a framework and structure for you to hang your knowledge upon. I would not suggest that you rely upon this extensive library of contracts and forms if you have absolutely no knowledge of the law, or no experience with legal issues. That being said it is a first-class tool to use at state and federal level. The program itself is extraordinarily easy to install. The user agreement in the installation process is mildly amusing since it disavows any liability and
recommends that you should consult a lawyer, and the extent of any liability for the company that puts out the legal business Pro software is just for the cost of the program. That piece of mild amusement (at least for anyone who has done contract law at university level) aside, the program provides updates as you start and continues, if you register, to provide additional updates for two years after 31st of December 2014; one of the bonuses of registration is a 404 page contract law book.
  Once you start the program you have a whole list of resources including a library of legal books and even references to lawyers by category. When you start to create a document the program has a basic three-part interface: the first is create document. The second is read Nolo book from library. And the third is view checklist. A sizable amount of the forms that you can use are basically fill in the spaces type of documents, and for small businesses these will undoubtedly come in handy; about the only recommendation I would make is that wherever possible make sure that you have very good records, since (for example) a request for a bounced check to be honored, could quickly get to a small claims issue, and how something as simple as that is handled varies from state to state. The second reference to the library is probably going to be good for research for contracts, and finding cases with precedents where certain clauses are deemed enforceable, and certain closely worded ones are deemed not enforceable can usually be found in either case law or precedent books. In the more basic sense, the checklist in legal business Pro can help you through some easy things to sort out, as well as some moderately complex things to sort out. As good as this set of forms, contracts, and other references are in the legal realm, the biggest issue you will face, in my opinion, is the decision concerning when your own ability to handle issues is stretched to its limits, and it's time to call a lawyer. Still, it may be a big learning experience if you draft up a contract, whether agreement, lease, business related contract, and take it to a lawyer and see how far off the mark you might be. If you are halfway decent at researching you might actually find that you can draw up a contract that actually stands up to the test, and legal business Pro 2014 is definitely the set of tools to get you at least part of the way there.",0
"I love Ksperskys antivirus program. I have consistently used it since 2010. I have also tried other products such as McAfee and Norton and Titanium but none of them compares to Kaspersky as far as cpu usage, real time protection and updates. 2012 edition continues in the same edition with a more updated virus library.",0
"I am a PaintShop fan, for many years now. My needs are basic photo editing - cropping, lighting adjustments, redeye removal, and some added features such as borders and special effects. One of the things that Corel does so well is that it keeps these functions and their use about the same from version to version, so there is no steep learning curve when upgrading to a new release. This is a tried-and-true, reliable photo editing tool at a very good price. Not much more to ask for.",0
it does a great job on my laptop. i'll reccomend it to anyone !,0
"This review is being written 4/13/2014 for the McAfee Total Protection 3PC 2014, advertised and sold by Amazon on their website.

I'm using this product on 6 PC's, and have used the corresponding products on those PC's for multiple years without issues.  The users of these PC's include teenagers all the way up to senior citizens.  So far, none of the computers have become infected with a virus.

I've found installation via the download method to be easy with no issues.",0
nice look like very good,0
"The Office 2004 Student and Teacher Edition suite that I just received forms the final link in a chain from MacWrite and MultiPlan on a Macintosh 128k to Mac OS X 10.9 Mavericks on a 2.8GHz Core 2 Duo iMac, and it has amazing similarity when installed in Panther (the OS I needed it to work with) to Office 2001 for Mac Academic version that I have on the same computer in Mac OS 9. After years of having to use iWork just to get an Office suite with a decent spreadsheet that didn't have the obfuscating UI of Office 2008's Excel, I jumped at the chance to get Office 2004 and while I only got one key, I can say on the intended machine it makes me want to use X in a way I never had the desire to do before, namely because the Lion and later native Office 2008 screwed up Excel's UI so badly.

To go from Excel 2004 to Excel 2008 is much more than just the lack of Visual Basic for Applications. It has to do with the UI of it, and whoever on the Excel 2008 design team thought that the Excel 2001 UI was outdated really does deserve to be fired.

As good as Microsoft Office 2011 for Mac is, I'm not into paying the same price for Office minus an email program, and while I may use Lion and later to write reviews, I do just as much general computing (mostly excluding the Internet) on the Mac OS 9 and now Panther extension paradigm.

I love Office 2004, now I see why everyone gave it such glowing reviews during the Tiger and Leopard phases of the Intel Mac era, because Office 2008 shot the wad on Excel.

Too bad I'll still be doing computing in 9 until I upgrade my CPU and memory on the Panther computer.",0
"<div id=""video-block-R1IZ3B2ROZCWBI"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/E1TOYZBzCWS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/81uN2IeiGXS.png"" class=""video-slate-img-url"">This is a great bit of software for budding graphic artist students, scrapbook enthusiasts, photography hobbyists, or anyone who wants a relatively easy to use software suite for graphic design, photo editing, and digital artwork.  You can create from templates or a blank slate, and create everything from business cards to web banners.

X7 Home & Student Suite works smoothly with my Windows 8.1 and 7 PCs, running 12 & 16GB of ram, and can be installed via the included CD or with a download (website is in the info in the box) and use the same serial number as the CD to get one of your installs that way.  This is great if you have a laptop without a disk drive.

You can use a drawing tablet with this software, and it's a great addition!  I like to use my&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Wacom-Bamboo-Create-Pen-and-Touch-Tablet-CTH670-Old-Version/dp/B005HGBF9W/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Wacom Bamboo Create Pen and Touch Tablet (CTH670) [Old Version</a>].

Before you buy, check out the FREE TRIAL of the CorelDRAW Graphics Suite X7 (the commercial version which includes the features in this non-commercial software). This will allow you to try for free this software plus the commercial perks! I also suggest checking on YouTube for the 1 hour webinar about X7 software. Doing these two things will provide you with an excellent opportunity to discover whether this software is truly for you.

I enjoy using Corel software because I think it's easier to use for beginners and intermediate users. Corel provides great tutorials and support, and X7 offers a feature-rich package that should please many users who don't have the need for the full professional package provided by&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/CorelDRAW-Graphics-Suite-X7/dp/B00IVFDZBC/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">CorelDRAW Graphics Suite X7</a>.",0
